Move,Type,Category,Power Points,Base Power,Accuracy,Battle Effect,Secondary Effect,Secondary Rate,Critical Rate,Speed Priority,Attack URL,Pokemon
Bite,dark,physical,25,60,100,The target is bitten with viciously sharp fangs. This may also make the target flinch.,May cause opponent to flinch.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bite.shtml,Scream Tail
Bite,dark,physical,25,60,100,The target is bitten with viciously sharp fangs. This may also make the target flinch.,May cause opponent to flinch.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bite.shtml,Roaring Moon
Bite,dark,physical,25,60,100,The target is bitten with viciously sharp fangs. This may also make the target flinch.,May cause opponent to flinch.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bite.shtml,Iron Thorns
Bite,dark,physical,25,60,100,The target is bitten with viciously sharp fangs. This may also make the target flinch.,May cause opponent to flinch.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bite.shtml,Dudunsparce
Bite,dark,physical,25,60,100,The target is bitten with viciously sharp fangs. This may also make the target flinch.,May cause opponent to flinch.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bite.shtml,Tandemaus
Bite,dark,physical,25,60,100,The target is bitten with viciously sharp fangs. This may also make the target flinch.,May cause opponent to flinch.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bite.shtml,Maushold
Bitter Blade,fire,physical,10,90,100,The user focuses its bitter feelings toward the world of the living into a slashing attack. The user's HP is restored by up to half the damage taken by the target.,User recovers half the damage inflicted.,0,0.0417,0,https://serebii.net/attackdex-sv/bitterblade.shtml,Ceruledge
Blast Burn,fire,special,5,150,90,The target is razed by a fiery explosion. The user can't move on the next turn.,User cannot Attack on the next turn.,0,0.0417,0,https://serebii.net/attackdex-sv/blastburn.shtml,Skeledirge
Blizzard,ice,special,5,110,70,A howling blizzard is summoned to strike opposing Pokémon. This may also leave the opposing Pokémon frozen.,May Freeze opponent.,0.1,0.0417,0,https://serebii.net/attackdex-sv/blizzard.shtml,Cetoddle
Blizzard,ice,special,5,110,70,A howling blizzard is summoned to strike opposing Pokémon. This may also leave the opposing Pokémon frozen.,May Freeze opponent.,0.1,0.0417,0,https://serebii.net/attackdex-sv/blizzard.shtml,Cetitan
Blizzard,ice,special,5,110,70,A howling blizzard is summoned to strike opposing Pokémon. This may also leave the opposing Pokémon frozen.,May Freeze opponent.,0.1,0.0417,0,https://serebii.net/attackdex-sv/blizzard.shtml,Iron Bundle
Blizzard,ice,special,5,110,70,A howling blizzard is summoned to strike opposing Pokémon. This may also leave the opposing Pokémon frozen.,May Freeze opponent.,0.1,0.0417,0,https://serebii.net/attackdex-sv/blizzard.shtml,Dudunsparce
Blizzard,ice,special,5,110,70,A howling blizzard is summoned to strike opposing Pokémon. This may also leave the opposing Pokémon frozen.,May Freeze opponent.,0.1,0.0417,0,https://serebii.net/attackdex-sv/blizzard.shtml,Wiglett
Blizzard,ice,special,5,110,70,A howling blizzard is summoned to strike opposing Pokémon. This may also leave the opposing Pokémon frozen.,May Freeze opponent.,0.1,0.0417,0,https://serebii.net/attackdex-sv/blizzard.shtml,Wugtrio
Blizzard,ice,special,5,110,70,A howling blizzard is summoned to strike opposing Pokémon. This may also leave the opposing Pokémon frozen.,May Freeze opponent.,0.1,0.0417,0,https://serebii.net/attackdex-sv/blizzard.shtml,Veluza
Blizzard,ice,special,5,110,70,A howling blizzard is summoned to strike opposing Pokémon. This may also leave the opposing Pokémon frozen.,May Freeze opponent.,0.1,0.0417,0,https://serebii.net/attackdex-sv/blizzard.shtml,Finizen
Blizzard,ice,special,5,110,70,A howling blizzard is summoned to strike opposing Pokémon. This may also leave the opposing Pokémon frozen.,May Freeze opponent.,0.1,0.0417,0,https://serebii.net/attackdex-sv/blizzard.shtml,Palafin
Blizzard,ice,special,5,110,70,A howling blizzard is summoned to strike opposing Pokémon. This may also leave the opposing Pokémon frozen.,May Freeze opponent.,0.1,0.0417,0,https://serebii.net/attackdex-sv/blizzard.shtml,Frigibax
Blizzard,ice,special,5,110,70,A howling blizzard is summoned to strike opposing Pokémon. This may also leave the opposing Pokémon frozen.,May Freeze opponent.,0.1,0.0417,0,https://serebii.net/attackdex-sv/blizzard.shtml,Arctibax
Blizzard,ice,special,5,110,70,A howling blizzard is summoned to strike opposing Pokémon. This may also leave the opposing Pokémon frozen.,May Freeze opponent.,0.1,0.0417,0,https://serebii.net/attackdex-sv/blizzard.shtml,Baxcalibur
Blizzard,ice,special,5,110,70,A howling blizzard is summoned to strike opposing Pokémon. This may also leave the opposing Pokémon frozen.,May Freeze opponent.,0.1,0.0417,0,https://serebii.net/attackdex-sv/blizzard.shtml,Scream Tail
Blizzard,ice,special,5,110,70,A howling blizzard is summoned to strike opposing Pokémon. This may also leave the opposing Pokémon frozen.,May Freeze opponent.,0.1,0.0417,0,https://serebii.net/attackdex-sv/blizzard.shtml,Iron Thorns
Blizzard,ice,special,5,110,70,A howling blizzard is summoned to strike opposing Pokémon. This may also leave the opposing Pokémon frozen.,May Freeze opponent.,0.1,0.0417,0,https://serebii.net/attackdex-sv/blizzard.shtml,Chien-Pao
Block,normal,other,5,0,101,The user blocks the target's way with arms spread wide to prevent the target from fleeing.,Prevents the opponent from escaping.,0,0,0,https://serebii.net/attackdex-sv/block.shtml,Tarountula
Block,normal,other,5,0,101,The user blocks the target's way with arms spread wide to prevent the target from fleeing.,Prevents the opponent from escaping.,0,0,0,https://serebii.net/attackdex-sv/block.shtml,Spidops
Block,normal,other,5,0,101,The user blocks the target's way with arms spread wide to prevent the target from fleeing.,Prevents the opponent from escaping.,0,0,0,https://serebii.net/attackdex-sv/block.shtml,Garganacl
Block,normal,other,5,0,101,The user blocks the target's way with arms spread wide to prevent the target from fleeing.,Prevents the opponent from escaping.,0,0,0,https://serebii.net/attackdex-sv/block.shtml,Bramblin
Block,normal,other,5,0,101,The user blocks the target's way with arms spread wide to prevent the target from fleeing.,Prevents the opponent from escaping.,0,0,0,https://serebii.net/attackdex-sv/block.shtml,Brambleghast
Body Press,fighting,physical,10,80,100,"The user attacks by slamming its body into the target. The higher the user's Defense stat, the greater the damage this move deals.",Users the user's Defense stat in damage calculation rather than Attack stat,0,0.0417,0,https://serebii.net/attackdex-sv/bodypress.shtml,Oinkologne
Body Press,fighting,physical,10,80,100,"The user attacks by slamming its body into the target. The higher the user's Defense stat, the greater the damage this move deals.",Users the user's Defense stat in damage calculation rather than Attack stat,0,0.0417,0,https://serebii.net/attackdex-sv/bodypress.shtml,Dudunsparce
Body Press,fighting,physical,10,80,100,"The user attacks by slamming its body into the target. The higher the user's Defense stat, the greater the damage this move deals.",Users the user's Defense stat in damage calculation rather than Attack stat,0,0.0417,0,https://serebii.net/attackdex-sv/bodypress.shtml,Houndstone
Body Press,fighting,physical,10,80,100,"The user attacks by slamming its body into the target. The higher the user's Defense stat, the greater the damage this move deals.",Users the user's Defense stat in damage calculation rather than Attack stat,0,0.0417,0,https://serebii.net/attackdex-sv/bodypress.shtml,Dondozo
Body Press,fighting,physical,10,80,100,"The user attacks by slamming its body into the target. The higher the user's Defense stat, the greater the damage this move deals.",Users the user's Defense stat in damage calculation rather than Attack stat,0,0.0417,0,https://serebii.net/attackdex-sv/bodypress.shtml,Orthworm
Body Press,fighting,physical,10,80,100,"The user attacks by slamming its body into the target. The higher the user's Defense stat, the greater the damage this move deals.",Users the user's Defense stat in damage calculation rather than Attack stat,0,0.0417,0,https://serebii.net/attackdex-sv/bodypress.shtml,Cetoddle
Body Press,fighting,physical,10,80,100,"The user attacks by slamming its body into the target. The higher the user's Defense stat, the greater the damage this move deals.",Users the user's Defense stat in damage calculation rather than Attack stat,0,0.0417,0,https://serebii.net/attackdex-sv/bodypress.shtml,Cetitan
Body Press,fighting,physical,10,80,100,"The user attacks by slamming its body into the target. The higher the user's Defense stat, the greater the damage this move deals.",Users the user's Defense stat in damage calculation rather than Attack stat,0,0.0417,0,https://serebii.net/attackdex-sv/bodypress.shtml,Baxcalibur
Body Press,fighting,physical,10,80,100,"The user attacks by slamming its body into the target. The higher the user's Defense stat, the greater the damage this move deals.",Users the user's Defense stat in damage calculation rather than Attack stat,0,0.0417,0,https://serebii.net/attackdex-sv/bodypress.shtml,Pawmot
Body Press,fighting,physical,10,80,100,"The user attacks by slamming its body into the target. The higher the user's Defense stat, the greater the damage this move deals.",Users the user's Defense stat in damage calculation rather than Attack stat,0,0.0417,0,https://serebii.net/attackdex-sv/bodypress.shtml,Naclstack
Body Press,fighting,physical,10,80,100,"The user attacks by slamming its body into the target. The higher the user's Defense stat, the greater the damage this move deals.",Users the user's Defense stat in damage calculation rather than Attack stat,0,0.0417,0,https://serebii.net/attackdex-sv/bodypress.shtml,Garganacl
Body Press,fighting,physical,10,80,100,"The user attacks by slamming its body into the target. The higher the user's Defense stat, the greater the damage this move deals.",Users the user's Defense stat in damage calculation rather than Attack stat,0,0.0417,0,https://serebii.net/attackdex-sv/bodypress.shtml,Dachsbun
Body Press,fighting,physical,10,80,100,"The user attacks by slamming its body into the target. The higher the user's Defense stat, the greater the damage this move deals.",Users the user's Defense stat in damage calculation rather than Attack stat,0,0.0417,0,https://serebii.net/attackdex-sv/bodypress.shtml,Great Tusk
Body Press,fighting,physical,10,80,100,"The user attacks by slamming its body into the target. The higher the user's Defense stat, the greater the damage this move deals.",Users the user's Defense stat in damage calculation rather than Attack stat,0,0.0417,0,https://serebii.net/attackdex-sv/bodypress.shtml,Brute Bonnet
Body Press,fighting,physical,10,80,100,"The user attacks by slamming its body into the target. The higher the user's Defense stat, the greater the damage this move deals.",Users the user's Defense stat in damage calculation rather than Attack stat,0,0.0417,0,https://serebii.net/attackdex-sv/bodypress.shtml,Sandy Shocks
Body Press,fighting,physical,10,80,100,"The user attacks by slamming its body into the target. The higher the user's Defense stat, the greater the damage this move deals.",Users the user's Defense stat in damage calculation rather than Attack stat,0,0.0417,0,https://serebii.net/attackdex-sv/bodypress.shtml,Slither Wing
Body Press,fighting,physical,10,80,100,"The user attacks by slamming its body into the target. The higher the user's Defense stat, the greater the damage this move deals.",Users the user's Defense stat in damage calculation rather than Attack stat,0,0.0417,0,https://serebii.net/attackdex-sv/bodypress.shtml,Roaring Moon
Body Press,fighting,physical,10,80,100,"The user attacks by slamming its body into the target. The higher the user's Defense stat, the greater the damage this move deals.",Users the user's Defense stat in damage calculation rather than Attack stat,0,0.0417,0,https://serebii.net/attackdex-sv/bodypress.shtml,Iron Treads
Body Press,fighting,physical,10,80,100,"The user attacks by slamming its body into the target. The higher the user's Defense stat, the greater the damage this move deals.",Users the user's Defense stat in damage calculation rather than Attack stat,0,0.0417,0,https://serebii.net/attackdex-sv/bodypress.shtml,Iron Hands
Body Press,fighting,physical,10,80,100,"The user attacks by slamming its body into the target. The higher the user's Defense stat, the greater the damage this move deals.",Users the user's Defense stat in damage calculation rather than Attack stat,0,0.0417,0,https://serebii.net/attackdex-sv/bodypress.shtml,Iron Thorns
Body Press,fighting,physical,10,80,100,"The user attacks by slamming its body into the target. The higher the user's Defense stat, the greater the damage this move deals.",Users the user's Defense stat in damage calculation rather than Attack stat,0,0.0417,0,https://serebii.net/attackdex-sv/bodypress.shtml,Ting-Lu
Body Press,fighting,physical,10,80,100,"The user attacks by slamming its body into the target. The higher the user's Defense stat, the greater the damage this move deals.",Users the user's Defense stat in damage calculation rather than Attack stat,0,0.0417,0,https://serebii.net/attackdex-sv/bodypress.shtml,Wo-Chien
Body Press,fighting,physical,10,80,100,"The user attacks by slamming its body into the target. The higher the user's Defense stat, the greater the damage this move deals.",Users the user's Defense stat in damage calculation rather than Attack stat,0,0.0417,0,https://serebii.net/attackdex-sv/bodypress.shtml,Koraidon
Body Press,fighting,physical,10,80,100,"The user attacks by slamming its body into the target. The higher the user's Defense stat, the greater the damage this move deals.",Users the user's Defense stat in damage calculation rather than Attack stat,0,0.0417,0,https://serebii.net/attackdex-sv/bodypress.shtml,Clodsire
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Dondozo
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Cetoddle
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Cetitan
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Scream Tail
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Fuecoco
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Crocalor
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Skeledirge
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Lechonk
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Oinkologne
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Dudunsparce
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Tarountula
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Spidops
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Espathra
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Farigiraf
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Veluza
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Finizen
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Palafin
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Varoom
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Revavroom
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Orthworm
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Frigibax
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Arctibax
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Baxcalibur
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Cyclizar
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Klawf
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Nacli
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Naclstack
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Garganacl
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Fidough
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Dachsbun
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Maschiff
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Mabosstiff
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Great Tusk
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Brute Bonnet
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Sandy Shocks
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Slither Wing
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Roaring Moon
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Iron Treads
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Iron Hands
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Iron Jugulis
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Iron Thorns
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Iron Bundle
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Ting-Lu
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Wo-Chien
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Koraidon
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Miraidon
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Clodsire
Body Slam,normal,physical,15,85,100,The user attacks by dropping onto the target with its full body weight. This may also leave the target with paralysis.,May induce paralysis.,0.3,0.0417,0,https://serebii.net/attackdex-sv/bodyslam.shtml,Annihilape
Boomburst,normal,special,10,140,100,The user attacks everything around it with the destructive power of a terrible explosive sound.,No effect.,0,0.0417,0,https://serebii.net/attackdex-sv/boomburst.shtml,Dudunsparce
Boomburst,normal,special,10,140,100,The user attacks everything around it with the destructive power of a terrible explosive sound.,No effect.,0,0.0417,0,https://serebii.net/attackdex-sv/boomburst.shtml,Scream Tail
Boomburst,normal,special,10,140,100,The user attacks everything around it with the destructive power of a terrible explosive sound.,No effect.,0,0.0417,0,https://serebii.net/attackdex-sv/boomburst.shtml,Finizen
Boomburst,normal,special,10,140,100,The user attacks everything around it with the destructive power of a terrible explosive sound.,No effect.,0,0.0417,0,https://serebii.net/attackdex-sv/boomburst.shtml,Palafin
Bounce,flying,physical,5,85,85,"The user bounces up high on the first turn, then drops onto the target on the next turn. This may also leave the target with paralysis.","The user is protected the first turn, Attacks the second turn. May induce Paralysis",0.3,0.0417,0,https://serebii.net/attackdex-sv/bounce.shtml,Lokix
Bounce,flying,physical,5,85,85,"The user bounces up high on the first turn, then drops onto the target on the next turn. This may also leave the target with paralysis.","The user is protected the first turn, Attacks the second turn. May induce Paralysis",0.3,0.0417,0,https://serebii.net/attackdex-sv/bounce.shtml,Cetoddle
Bounce,flying,physical,5,85,85,"The user bounces up high on the first turn, then drops onto the target on the next turn. This may also leave the target with paralysis.","The user is protected the first turn, Attacks the second turn. May induce Paralysis",0.3,0.0417,0,https://serebii.net/attackdex-sv/bounce.shtml,Cetitan
Bounce,flying,physical,5,85,85,"The user bounces up high on the first turn, then drops onto the target on the next turn. This may also leave the target with paralysis.","The user is protected the first turn, Attacks the second turn. May induce Paralysis",0.3,0.0417,0,https://serebii.net/attackdex-sv/bounce.shtml,Chi-Yu
Bounce,flying,physical,5,85,85,"The user bounces up high on the first turn, then drops onto the target on the next turn. This may also leave the target with paralysis.","The user is protected the first turn, Attacks the second turn. May induce Paralysis",0.3,0.0417,0,https://serebii.net/attackdex-sv/bounce.shtml,Finizen
Bounce,flying,physical,5,85,85,"The user bounces up high on the first turn, then drops onto the target on the next turn. This may also leave the target with paralysis.","The user is protected the first turn, Attacks the second turn. May induce Paralysis",0.3,0.0417,0,https://serebii.net/attackdex-sv/bounce.shtml,Palafin
Brave Bird,flying,physical,15,120,100,The user tucks in its wings and charges at a low altitude. This also damages the user quite a lot.,User takes recoil damage equal to a third of the damage inflicted.,0,0.0417,0,https://serebii.net/attackdex-sv/bravebird.shtml,Squawkabilly
Brave Bird,flying,physical,15,120,100,The user tucks in its wings and charges at a low altitude. This also damages the user quite a lot.,User takes recoil damage equal to a third of the damage inflicted.,0,0.0417,0,https://serebii.net/attackdex-sv/bravebird.shtml,Flamigo
Brave Bird,flying,physical,15,120,100,The user tucks in its wings and charges at a low altitude. This also damages the user quite a lot.,User takes recoil damage equal to a third of the damage inflicted.,0,0.0417,0,https://serebii.net/attackdex-sv/bravebird.shtml,Quaxly
Brave Bird,flying,physical,15,120,100,The user tucks in its wings and charges at a low altitude. This also damages the user quite a lot.,User takes recoil damage equal to a third of the damage inflicted.,0,0.0417,0,https://serebii.net/attackdex-sv/bravebird.shtml,Quaxwell
Brave Bird,flying,physical,15,120,100,The user tucks in its wings and charges at a low altitude. This also damages the user quite a lot.,User takes recoil damage equal to a third of the damage inflicted.,0,0.0417,0,https://serebii.net/attackdex-sv/bravebird.shtml,Quaquaval
Brave Bird,flying,physical,15,120,100,The user tucks in its wings and charges at a low altitude. This also damages the user quite a lot.,User takes recoil damage equal to a third of the damage inflicted.,0,0.0417,0,https://serebii.net/attackdex-sv/bravebird.shtml,Espathra
Brave Bird,flying,physical,15,120,100,The user tucks in its wings and charges at a low altitude. This also damages the user quite a lot.,User takes recoil damage equal to a third of the damage inflicted.,0,0.0417,0,https://serebii.net/attackdex-sv/bravebird.shtml,Wattrel
Brave Bird,flying,physical,15,120,100,The user tucks in its wings and charges at a low altitude. This also damages the user quite a lot.,User takes recoil damage equal to a third of the damage inflicted.,0,0.0417,0,https://serebii.net/attackdex-sv/bravebird.shtml,Kilowattrel
Brave Bird,flying,physical,15,120,100,The user tucks in its wings and charges at a low altitude. This also damages the user quite a lot.,User takes recoil damage equal to a third of the damage inflicted.,0,0.0417,0,https://serebii.net/attackdex-sv/bravebird.shtml,Bombirdier
Breaking Swipe,dragon,physical,15,60,100,The user swings its tough tail wildly and attacks opposing Pokémon. This also lowers their Attack stats.,Lowers all opponent's Attack one stage,0,0.0417,0,https://serebii.net/attackdex-sv/breakingswipe.shtml,Baxcalibur
Breaking Swipe,dragon,physical,15,60,100,The user swings its tough tail wildly and attacks opposing Pokémon. This also lowers their Attack stats.,Lowers all opponent's Attack one stage,0,0.0417,0,https://serebii.net/attackdex-sv/breakingswipe.shtml,Cyclizar
Breaking Swipe,dragon,physical,15,60,100,The user swings its tough tail wildly and attacks opposing Pokémon. This also lowers their Attack stats.,Lowers all opponent's Attack one stage,0,0.0417,0,https://serebii.net/attackdex-sv/breakingswipe.shtml,Koraidon
Breaking Swipe,dragon,physical,15,60,100,The user swings its tough tail wildly and attacks opposing Pokémon. This also lowers their Attack stats.,Lowers all opponent's Attack one stage,0,0.0417,0,https://serebii.net/attackdex-sv/breakingswipe.shtml,Roaring Moon
Brick Break,fighting,physical,15,75,100,"The user attacks with a swift chop. This move can also break barriers, such as Light Screen and Reflect.","This move will remove any Reflect, Light Screen, Aurora Veil or that is in play on the opponent's team.",0,0.0417,0,https://serebii.net/attackdex-sv/brickbreak.shtml,Great Tusk
Brick Break,fighting,physical,15,75,100,"The user attacks with a swift chop. This move can also break barriers, such as Light Screen and Reflect.","This move will remove any Reflect, Light Screen, Aurora Veil or that is in play on the opponent's team.",0,0.0417,0,https://serebii.net/attackdex-sv/brickbreak.shtml,Koraidon
